City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Goragorskiy,43.5,45.08,302.15,61,0,2.0,RU,1595056822
Oussouye,12.48,-16.55,300.15,88,40,4.1,SN,1595056823
Monte Patria,-30.69,-70.95,285.09,66,100,0.63,CL,1595056824
Dikson,73.51,80.55,277.93,93,9,4.85,RU,1595056824
Half Moon Bay,37.46,-122.43,289.26,93,90,4.1,US,1595056825
San Pedro de Tutule,14.25,-87.85,296.15,100,75,3.6,HN,1595056826
Kaitangata,-46.28,169.85,280.93,84,34,3.13,NZ,1595056827
Coahuayana Viejo,18.73,-103.68,298.21,79,46,1.74,MX,1595056828
Cananéia,-25.01,-47.93,289.9,93,32,1.2,BR,1595056828
Oyama,36.3,139.8,296.48,94,75,2.6,JP,1595056829
Pālampur,32.12,76.53,300.37,60,54,1.32,IN,1595056830
Biltine,14.53,20.92,301.44,57,2,4.29,TD,1595056831
The Valley,18.22,-63.06,300.15,74,20,2.6,AI,1595056832
Tromsø,69.65,18.96,288.15,67,40,8.2,NO,1595056833
Karratha,-20.74,116.85,294.01,82,100,1.88,AU,1595056833
Distrikt Brokopondo,4.75,-55.17,297.85,86,0,3.95,SR,1595056834
Khani,41.96,42.96,301.15,58,40,1.5,GE,1595056835
Esperance,-33.87,121.9,289.15,63,40,10.3,AU,1595056836
Sola,-13.88,167.55,299.15,94,90,2.25,VU,1595056837
Port Augusta,-32.5,137.77,293.15,24,90,7.2,AU,1595056837
Nelson Bay,-32.72,152.15,287.59,82,67,1.5,AU,1595056838
Boulder City,35.98,-114.83,305.15,15,1,2.1,US,1595056839
Salalah,17.02,54.09,303.15,79,75,4.1,OM,1595056840
Meulaboh,4.14,96.13,303.31,63,41,2.19,ID,1595056841
Nadym,65.53,72.52,293.15,67,100,6.39,RU,1595056842
Chui,-33.7,-53.46,286.89,95,89,4.33,UY,1595056842
Trairi,-3.28,-39.27,297.41,81,52,4.82,BR,1595056843
Launceston,-41.45,147.17,282.15,76,90,4.6,AU,1595056844
Banjar,-8.19,114.97,302.15,79,40,6.2,ID,1595056845
Te Anau,-45.42,167.72,274.35,87,0,0.47,NZ,1595056846
Beloha,-25.17,45.05,294.46,57,28,4.94,MG,1595056847
Dudinka,69.41,86.18,284.15,76,75,7.0,RU,1595056849
Rio Grande,-32.03,-52.1,286.48,99,2,0.89,BR,1595056850
Chifeng,42.27,118.96,297.23,61,53,6.36,CN,1595056819
Santa Inês,-3.67,-45.38,294.2,91,0,0.95,BR,1595056852
Pierre,44.37,-100.35,295.93,78,1,8.7,US,1595056591
Oranjestad,12.52,-70.03,301.15,78,20,8.7,AW,1595056775
Necochea,-38.55,-58.74,284.26,94,100,0.89,AR,1595056855
Prescott,34.54,-112.47,295.93,40,1,2.1,US,1595056856
Saint-Philippe,-21.36,55.77,295.37,64,90,7.2,RE,1595056857
Katobu,-4.94,122.53,300.98,78,54,4.06,ID,1595056858
Lakes Entrance,-37.88,147.98,283.15,87,100,1.52,AU,1595056858
Maceió,-9.67,-35.74,295.15,94,75,4.1,BR,1595056859
Shimoda,34.67,138.95,296.15,94,75,2.6,JP,1595056860
Howell,42.61,-83.93,294.15,88,1,2.1,US,1595056861
Lata,40.16,-8.33,296.48,74,0,1.25,PT,1595056862
Rawson,-43.3,-65.1,280.76,73,64,4.63,AR,1595056863
Wukari,7.85,9.78,296.49,85,91,2.38,NG,1595056863
Okhotsk,59.38,143.3,287.85,87,89,4.67,RU,1595056864
Geraldton,-28.77,114.6,290.15,63,51,5.7,AU,1595056865
Yellowknife,62.46,-114.35,288.71,71,20,2.1,CA,1595056851
Padang,-0.95,100.35,303.15,74,40,2.1,ID,1595056866
Scottsboro,34.67,-86.03,298.15,100,90,1.58,US,1595056867
Kahului,20.89,-156.47,300.15,65,40,3.6,US,1595056809
Kamenka,51.32,42.77,289.82,92,100,0.89,RU,1595056869
Pánormos,35.42,24.69,301.48,61,0,5.1,GR,1595056869
Zhalantun,48.0,122.72,305.73,37,100,7.76,CN,1595056870
Klyuchi,52.27,79.17,302.16,34,39,8.02,RU,1595056871
Wajir,1.75,40.06,299.15,47,75,6.2,KE,1595056872
Caravelas,-17.71,-39.25,292.88,70,32,2.74,BR,1595056872
Puerto Colombia,10.99,-74.95,299.15,94,1,1.0,CO,1595056873
Nova Prata,-28.78,-51.61,289.82,89,12,1.51,BR,1595056874
Lázaro Cárdenas,17.96,-102.2,298.49,81,4,1.59,MX,1595056875
Saint-Augustin,51.23,-58.65,284.89,55,0,2.78,CA,1595056876
Margate,51.38,1.39,291.48,78,3,1.79,GB,1595056877
Finschhafen,-6.6,147.87,299.14,82,100,2.47,PG,1595056877
Saltpond,5.21,-1.06,296.8,92,95,2.32,GH,1595056878
Tilichiki,60.47,166.1,284.07,100,100,2.4,RU,1595056879
Nossa Senhora das Dores,-10.49,-37.19,298.15,73,40,3.6,BR,1595056880
Kamaishi,39.27,141.88,296.15,83,75,2.1,JP,1595056881
West Plains,36.73,-91.85,296.15,94,75,2.1,US,1595056881
Morros,-9.45,-46.3,292.89,64,0,3.7,BR,1595056882
Batagay,67.63,134.63,296.44,39,100,3.86,RU,1595056883
Nakhon Sawan,15.7,100.14,308.24,49,64,1.68,TH,1595056884
Chagoda,59.16,35.33,292.65,42,0,2.82,RU,1595056884
Jacqueville,5.21,-4.41,297.15,100,75,2.6,CI,1595056885
Dunedin,-45.87,170.5,280.93,84,94,0.89,NZ,1595056886
Clyde River,70.47,-68.59,276.15,93,90,5.7,CA,1595056887
Lumphat,13.49,106.98,304.72,68,84,1.26,KH,1595056888
Banda Aceh,5.56,95.32,303.24,65,77,1.38,ID,1595056889
Abhā,18.22,42.51,299.15,27,40,6.2,SA,1595056785
Luwuk,-0.95,122.79,302.23,67,0,2.34,ID,1595056890
Kruisfontein,-34.0,24.73,288.36,31,0,5.92,ZA,1595056891
Tucumã,-0.18,-50.05,297.21,91,2,2.4,BR,1595056891
Marawi,8.0,124.29,303.15,72,100,2.68,PH,1595056892
Fairbanks,64.84,-147.72,291.15,63,75,2.6,US,1595056803
Chimbote,-9.09,-78.58,288.11,88,75,2.95,PE,1595056764
Ellisras,-23.66,27.74,287.19,36,0,1.04,ZA,1595056895
Āgaro,7.85,36.65,293.01,79,100,0.6,ET,1595056895
Comodoro Rivadavia,-45.87,-67.5,277.15,80,0,3.1,AR,1595056896
Sitka,57.05,-135.33,287.15,76,90,5.1,US,1595056897
Hokitika,-42.72,170.97,282.57,73,55,2.85,NZ,1595056898
Hervey Bay,-25.3,152.85,292.04,62,0,1.34,AU,1595056899
Mersing,2.43,103.84,299.15,94,40,4.1,MY,1595056900
Sarakhs,36.54,61.16,312.15,24,0,5.1,IR,1595056900
Östersund,63.18,14.64,284.15,100,100,1.5,SE,1595056901
Maniitsoq,65.42,-52.9,284.16,62,100,3.36,GL,1595056684
Guaratinga,-16.57,-39.57,293.15,77,75,1.0,BR,1595056903
Dalvik,65.97,-18.53,278.15,86,90,10.8,IS,1595056903
Coquimbo,-29.95,-71.34,284.15,81,100,2.6,CL,1595056904
Shelburne,44.08,-80.2,293.71,88,1,2.1,CA,1595056905
Makakilo City,21.35,-158.09,300.15,74,1,1.5,US,1595056766
Isangel,-19.55,169.27,297.15,73,40,3.6,VU,1595056907
Sørland,67.67,12.69,286.15,87,75,4.1,NO,1595056907
Beni Suef,29.07,31.1,302.85,31,0,5.06,EG,1595056908
Alihe,50.57,123.72,298.6,88,100,2.33,CN,1595056909
Ambilobe,-13.2,49.05,302.47,35,0,1.83,MG,1595056910
Aleksandrov Gay,50.15,48.57,300.47,36,100,4.85,RU,1595056910
Lālmohan,22.34,90.74,304.07,72,7,6.76,BD,1595056911
Mae Sai,20.43,99.88,304.15,66,40,3.1,TH,1595056912
Kantunilkín,21.09,-87.45,301.15,83,75,2.6,MX,1595056913
Port Hedland,-20.32,118.57,299.15,65,17,6.2,AU,1595056914
Tegul'det,57.31,88.17,295.05,34,0,2.61,RU,1595056915
Severo-Yeniseyskiy,60.37,93.04,285.57,62,100,5.07,RU,1595056916
Angoche,-16.23,39.91,297.61,64,0,6.39,MZ,1595056917
Coyhaique,-45.58,-72.07,273.15,85,90,1.5,CL,1595056918
Shingū,33.73,135.98,298.15,88,75,4.1,JP,1595056920
Neuquén,-38.95,-68.06,276.15,93,100,1.5,AR,1595056920
Beloeil,45.57,-73.2,295.37,78,1,5.1,CA,1595056921
Cidreira,-30.18,-50.21,289.32,90,40,4.82,BR,1595056922
Faya,18.39,42.45,299.15,27,40,6.2,SA,1595056923
Kathu,7.92,98.33,304.26,79,20,3.1,TH,1595056924
Plácido de Castro,-10.34,-67.19,294.83,62,0,0.73,BR,1595056925
Las Vegas,36.17,-115.14,308.15,14,1,3.1,US,1595056792
Erenhot,43.65,111.98,298.02,25,7,7.94,CN,1595056926
Sergeevka,53.88,67.42,303.45,61,89,4.02,KZ,1595056927
Sharjah city,25.36,55.4,315.15,25,0,2.1,AE,1595056928
Listvyanskiy,54.44,83.5,293.89,64,0,6.54,RU,1595056929
Santa Rosa,14.31,121.11,308.15,47,36,5.7,PH,1595056929
College,64.86,-147.8,291.15,63,75,2.6,US,1595056930
Mweka,-4.85,21.57,296.39,36,0,2.65,CD,1595056931
Colesberg,-30.72,25.1,283.57,32,0,1.52,ZA,1595056932
Atambua,-9.11,124.89,300.93,52,1,1.34,ID,1595056933
Otofuke,42.99,143.2,291.15,82,75,4.6,JP,1595056934
Huangmei,30.19,116.03,301.6,85,100,0.42,CN,1595056934
Magdagachi,53.45,125.8,304.83,37,97,2.75,RU,1595056935
Les Escoumins,48.11,-69.02,285.98,100,81,2.01,CA,1595056937
Petropavlovsk-Kamchatskiy,53.05,158.65,294.15,64,67,4.0,RU,1595056938
Cayenne,4.93,-52.33,296.15,100,46,3.25,GF,1595056938
Port Macquarie,-31.43,152.92,288.71,78,3,4.42,AU,1595056939
Zhoucheng,35.91,116.31,302.07,59,100,3.5,CN,1595056941
Kismayo,-0.36,42.55,300.29,66,39,10.63,SO,1595056941
Lucea,18.45,-78.17,300.15,78,20,1.0,JM,1595056942
Waliso,8.53,37.98,290.18,84,100,1.72,ET,1595056943
Nāyudupet,13.9,79.9,304.15,66,40,3.1,IN,1595056944
Jiuquan,39.74,98.52,301.98,16,1,2.95,CN,1595056944
Khovd,48.01,91.64,298.93,26,0,3.28,MN,1595056945
São José da Coroa Grande,-8.9,-35.15,296.76,80,80,6.14,BR,1595056946
Bauchi,10.5,10.0,295.9,87,100,1.26,NG,1595056947
Manggar,-2.88,108.27,302.52,70,100,5.06,ID,1595056948
Gamovo,57.87,56.11,298.15,50,0,5.0,RU,1595056948
Porangatu,-13.44,-49.15,292.53,52,0,2.06,BR,1595056949
Port Hawkesbury,45.62,-61.35,287.04,93,90,4.1,CA,1595056950
Alamogordo,32.9,-105.96,304.15,28,75,5.7,US,1595056951
Akçaabat,41.02,39.57,298.15,78,75,2.6,TR,1595056952
Srikakulam,18.3,83.9,306.4,58,43,4.15,IN,1595056952
Ormara,25.21,64.64,304.59,78,0,6.21,PK,1595056953
Mitsamiouli,-11.38,43.28,297.15,83,75,5.1,KM,1595056954
Wenling,28.37,121.36,305.93,40,99,4.94,CN,1595056955
Vanavara,60.34,102.28,286.68,71,100,4.11,RU,1595056956
Menongue,-14.66,17.69,284.27,46,0,5.28,AO,1595056957
Portland,45.52,-122.68,288.71,13,91,2.15,US,1595056749
Redding,40.59,-122.39,300.15,54,1,0.76,US,1595056959
Altay,47.87,88.12,305.76,20,6,2.08,CN,1595056960
Smithers,54.78,-127.17,285.15,87,90,1.0,CA,1595056961
Mackay,-21.15,149.2,293.15,56,0,3.1,AU,1595056962
Fuerte Olimpo,-21.04,-57.87,294.41,43,66,2.67,PY,1595056963
Puerto Baquerizo Moreno,-0.9,-89.6,293.06,92,63,5.13,EC,1595056964
Sukumo,32.93,132.73,300.16,66,92,1.82,JP,1595056964
Kota Tinggi,1.74,103.9,305.93,94,40,1.5,MY,1595056965
Río Gallegos,-51.62,-69.22,274.15,100,90,3.1,AR,1595056966
Wagar,16.15,36.2,305.86,44,93,7.49,SD,1595056966
Saint-Joseph,-21.37,55.62,295.37,64,90,7.2,RE,1595056967
Ixtapaluca,19.32,-98.88,287.15,87,90,2.1,MX,1595056968
Vigrestad,58.57,5.7,288.15,99,100,0.89,NO,1595056969
Indramayu,-6.33,108.32,303.98,57,8,5.8,ID,1595056969
Līsakovsk,52.54,62.49,306.1,39,0,5.46,KZ,1595056970
Kharp,66.8,65.81,287.14,79,100,4.27,RU,1595056971
Flinders,-34.58,150.86,289.26,69,100,0.45,AU,1595056972
Osa,57.28,55.46,297.37,57,6,2.59,RU,1595056972
Buckeye,33.37,-112.58,308.71,27,75,2.2,US,1595056944
Mogadishu,2.04,45.34,298.15,69,90,9.3,SO,1595056974
Panabá,21.28,-88.27,297.41,94,0,1.94,MX,1595056975
Vanimo,-2.67,141.3,300.59,77,100,1.36,PG,1595056976
Turukhansk,65.82,87.98,287.61,58,100,6.17,RU,1595056977
Novy Urengoy,66.08,76.63,285.79,81,100,4.39,RU,1595056712
Sindor,62.86,51.89,293.33,83,32,0.21,RU,1595056982
Northam,51.03,-4.22,288.71,94,48,1.79,GB,1595056983
Santa Maria,-29.68,-53.81,289.62,92,8,2.4,BR,1595056983
Howard Springs,-12.5,131.05,304.82,45,0,5.1,AU,1595056984
Muros,42.78,-9.06,294.26,65,0,2.04,ES,1595056985
Yarim,14.3,44.38,294.08,41,89,2.54,YE,1595056986
Trelew,-43.25,-65.31,279.88,75,51,3.56,AR,1595056987
Lumeje,-11.55,20.78,286.4,51,0,5.96,AO,1595056987
Oeiras do Pará,-2.0,-49.85,295.47,97,71,0.52,BR,1595056988
Bryan,30.67,-96.37,299.26,88,40,2.1,US,1595056989
Grindavik,63.84,-22.43,281.15,75,20,10.3,IS,1595056990
Kuchera,26.98,73.97,311.71,35,72,1.96,IN,1595056990
Arman',59.7,150.17,290.64,68,53,1.05,RU,1595056991
Darhan,49.49,105.92,295.32,44,31,3.45,MN,1595056992
Darłowo,54.42,16.41,292.59,92,0,2.04,PL,1595056992
Paamiut,61.99,-49.67,281.78,60,20,1.15,GL,1595056993
Saint-Pierre,-21.34,55.48,295.37,64,90,7.2,RE,1595056994
Westport,41.14,-73.36,296.15,100,90,2.5,US,1595056995
Calvià,39.57,2.51,298.15,73,0,1.0,ES,1595056996
Khonsa,27.02,95.57,296.71,95,100,0.71,IN,1595056746
‘Āhuimanu,21.44,-157.84,300.15,74,90,2.1,US,1595056997
Qaqortoq,60.72,-46.03,285.15,32,77,3.6,GL,1595056998
Talcahuano,-36.72,-73.12,286.15,93,27,6.2,CL,1595056999
Selfoss,63.93,-21.0,279.82,87,1,11.18,IS,1595056999
Hong Gai,20.96,107.09,306.15,70,100,6.7,VN,1595057000
Kavarskas,55.43,24.92,294.23,68,0,0.41,LT,1595057001
Uray,60.12,64.78,304.18,46,45,4.33,RU,1595057001
Grand Forks,47.93,-97.03,291.15,93,1,2.6,US,1595056781
Magadan,59.57,150.8,287.22,81,85,0.76,RU,1595057003
Wanning,18.8,110.4,304.87,65,80,7.24,CN,1595057004
Salinópolis,-0.61,-47.36,298.4,85,3,2.98,BR,1595057004
Alyangula,-13.85,136.42,301.15,51,75,5.1,AU,1595057005
Carnarvon,-24.87,113.63,292.15,42,0,8.2,AU,1595056940
Porto-Novo,6.5,2.6,297.15,94,40,1.5,BJ,1595056924
Taksimo,56.34,114.88,295.83,35,44,1.35,RU,1595057008
Bonavista,48.65,-53.11,283.99,81,53,4.44,CA,1595057009
Windhoek,-22.56,17.08,284.15,34,0,2.6,NA,1595057009
Makat,47.65,53.35,310.85,23,59,4.38,KZ,1595057011
Merritt,50.11,-120.79,293.15,60,1,6.2,CA,1595057012
Saint-François,46.42,3.91,290.15,72,1,1.5,FR,1595057013
Kloulklubed,7.04,134.26,303.15,70,75,3.6,PW,1595057014
Srednekolymsk,67.45,153.68,291.54,43,1,5.93,RU,1595057015
Aksu,41.12,80.26,300.5,35,100,1.36,CN,1595057015
Pakxan,18.38,103.66,306.5,56,100,2.69,LA,1595057016
Turuvekere,13.16,76.67,296.63,77,98,4.73,IN,1595057017
Kutum,14.2,24.67,296.78,54,100,6.29,SD,1595057018
Mchinji,-13.8,32.88,287.07,65,58,4.92,MW,1595057019
Peniche,39.36,-9.38,293.15,94,0,0.5,PT,1595057020
Sandpoint,48.28,-116.55,288.15,93,1,0.85,US,1595057021
Saint Andrews,34.05,-81.13,299.15,74,1,2.58,US,1595057021
Cabedelo,-6.98,-34.83,297.57,83,100,8.1,BR,1595057022
Horsham,51.06,-0.33,290.15,72,70,4.6,GB,1595057023
Zhuhai,22.28,113.57,312.04,75,20,6.2,CN,1595057024
Odesa,46.48,30.73,299.15,47,12,4.0,UA,1595057025
Kūstī,13.16,32.66,300.9,59,48,6.5,SD,1595057025
Nerchinskiy Zavod,51.31,119.61,291.33,94,100,1.88,RU,1595057026
Anadyr,64.75,177.48,287.15,71,20,12.0,RU,1595057027
Kłobuck,50.9,18.94,292.59,77,88,6.2,PL,1595057028
Tselinnoye,53.08,85.67,297.44,55,0,3.97,RU,1595057028
Tigre,-34.43,-58.58,285.37,100,90,1.78,AR,1595057029
Pacific Grove,36.62,-121.92,289.15,82,90,2.6,US,1595057031
Petra,30.32,35.48,299.96,24,0,0.78,JO,1595057032
Esim,4.87,-2.24,297.39,90,96,2.95,GH,1595057032
Alta Floresta,-9.88,-56.09,296.78,56,83,0.98,BR,1595057033
Boa Vista,2.82,-60.67,298.15,88,75,1.0,BR,1595057034
São Borja,-28.66,-56.0,291.36,88,0,4.75,BR,1595057035
Cardston,49.2,-113.3,287.59,81,1,2.1,CA,1595057035
Tulagi,-9.1,160.15,299.15,94,75,2.1,SB,1595057036
Tari,12.41,4.49,297.79,80,100,5.04,NG,1595057037
Ridgecrest,35.62,-117.67,302.15,20,1,4.6,US,1595057038
Ca Mau,9.18,105.15,305.14,63,45,2.01,VN,1595057038
Andra,62.51,65.89,298.85,73,99,4.0,RU,1595057039
Lewistown,40.6,-77.57,291.48,88,1,0.7,US,1595056815
Castlerea,53.77,-8.5,283.15,93,40,2.1,IE,1595057041
Waipawa,-41.41,175.52,284.82,76,100,3.58,NZ,1595057041
Człuchów,53.67,17.36,292.91,75,0,2.52,PL,1595057042
Havre-St-Pierre,50.23,-63.6,288.15,93,90,3.1,CA,1595057043
Dukat,62.55,155.55,283.69,62,98,7.2,RU,1595057043
Havøysund,71.0,24.66,285.15,81,75,11.3,NO,1595057044
Nguru,12.88,10.45,296.2,82,100,7.37,NG,1595057045
Sungai Penuh,-2.08,101.38,297.56,83,97,0.49,ID,1595057046
Ābādān,30.34,48.3,316.15,17,0,2.1,IR,1595056921
Oktyabr'skiy,54.48,53.47,296.95,77,11,4.94,RU,1595057047
Safi,32.3,-9.24,295.51,75,0,2.93,MA,1595057048
Cascais,38.7,-9.42,297.04,60,0,1.0,PT,1595057049
Shīeli,44.17,66.75,313.15,10,0,2.69,KZ,1595057050
Tabou,4.42,-7.35,297.21,84,87,2.41,CI,1595057051
Porto Belo,-27.16,-48.55,291.48,63,42,1.93,BR,1595057052
Berlevåg,70.86,29.09,285.77,90,100,7.24,NO,1595057053
Manzhouli,49.6,117.43,288.05,88,100,5.22,CN,1595057054
Manta,-0.95,-80.73,295.03,89,100,4.28,EC,1595057055
Thinadhoo,0.53,72.93,302.09,74,100,5.51,MV,1595057056
Huntsville,34.73,-86.59,298.71,94,1,1.3,US,1595057057
Terney,45.05,136.61,295.98,61,12,4.64,RU,1595057058
Tynda,55.17,124.72,297.68,76,30,1.56,RU,1595057059
San Andrés,12.58,-81.7,301.15,83,20,3.6,CO,1595056908
Morondava,-20.28,44.28,296.79,43,0,4.62,MG,1595057061
Dubbo,-32.25,148.62,285.15,66,71,2.1,AU,1595057062
Vila,42.03,-8.16,295.15,60,0,3.1,PT,1595057063
Tauramena,5.02,-72.75,293.17,85,26,1.93,CO,1595057064
Forestville,38.85,-76.88,301.15,83,75,1.5,US,1595056961
La Flèche,47.7,-0.08,288.71,93,90,2.1,FR,1595057065
Cértegui,5.37,-76.6,297.06,95,95,0.69,CO,1595057066
